"UUID","Context","Default","Translated","Notes"
"626e39a7f58a4f4291f8421e9077e90d","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.s0","Now, Kaidan, I know we have our differences. But, I just want to make sure we are understanding about the one thing that is very important for me today.","",""
"958dd0792cb84bcf9d329cde2a4d826a","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.s1","Was there something else?","",""
"baccd735e5a64e44b1d91769aa362483","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.s2","Come on, we have to leave.","",""
"23c379dd72c5404cab86ac66c398470a","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.choices","Ask what is important","",""
"e9e8c69593814834af6d5ab424c80a36","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.choices","Ask about the Senate House","",""
"96dcd2df3b52463e848047b57bcbef81","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.choices","Ask about lectures","",""
"0eec2008b17f40c6bd6d59517fafa376","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.choices","Ask about the Institute","",""
"356d7c55504f40c9b6c8ee97e4382a47","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.choices","Ask about Thoridon","",""
"4a6b1ed9cb874239bcb96611ca5a2785","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.choices","Ask about the People's Union","",""
"1b30eca0d1e44c589fe7754f870e80d0","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.choices","Ask about mother","",""
"fa08348ea48a4c31ac0de6e5ec843ada","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.choices","Suggest we are running late","",""
"b7b5bc3b8ad841c8b99e87c068156cea","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19","Kaidan: Go on.","",""
"703131c4e4d74960a3c4c3e1d57960ab","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19","Ikis: I have been working on my plans for years, and today, finally, I get to know if I can go ahead.","",""
"a910174c94ea410eb6a479344d056d2e","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19","Ikis: My meeting today at the Senate House is with excellent benefactors that will hopefully support my goal of changing life, here in Thoridon, forever.","",""
"16c3de65b8da46fc9ceb97733b054455","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19","Ikis: It has not been without personal sacrifice, to you as my son, and to your mother, wherever she may be now.","",""
"62ca15bcee674ea1acf0708e883a7acd","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19","Ikis: I recognise that. I am sorry for everything, for all the failures to this day.","",""
"7054181324224189b253096377e355b3","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19","Ikis: But, I am hopeful that, from today, all of this changes.","",""
"c58d195902dc46de932e6b33572b158c","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19","Ikis: The People's Union will be stronger than ever. I will make the city of Thoridon a better place.","",""
"0ca9ceef08cf490c9fcf24145578147d","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19","He looks at Kaidan.","",""
"fa54ccaa4924429dba917701bafb2892","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19","Ikis: My son, no matter what happens, do I have your support?","",""
"eee5113975f64dedacef22fe29f113f1","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19.choices","Agree, half-heartedly","",""
"3aa226046e3b436fba182ca27f732e0d","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19.choices","Agree, strongly","",""
"c25d917860c84f7cbde65d5364a44d68","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19.choices","Suggest the conversation is weird","",""
"2d1668abb41b4ad3aae2303bc309289e","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19.c-0","Kaidan: Yes...","",""
"12e7918ec6324447b095c29e18f76f77","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19.c-0","Kaidan's voice trails off and his father looks a little deflated.","",""
"716dec22d6fb453aa2f2a1f52f94df0d","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19.c-0","Ikis: I understand. We've been through a lot to get here. I can't just expect you to follow. Actions speak louder than words, I get it.","",""
"ebf6eb466329488d8713510b5c0a65a9","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19.c-0","He sighs.","",""
"f20be9277a9448159058eda494732f9f","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19.c-1","Kaidan: Absolutely.","",""
"e8ec57d883dd4728a403d5fe4246d2c6","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19.c-1","His father smiles, but then his face falters.","",""
"776c27f487854fb49148cee6811ca4d2","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19.c-1","Ikis: You're just trying to hurry me up, which, is probably the right thing to do. But, I just wanted to let you know about what is happening.","",""
"61f457e5181a4f6cbd0e3cc857d080ce","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19.c-1","Ikis: Things will change, I can feel it.","",""
"25d6c275846246e6903162ac422afec6","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19.c-2","Kaidan: Why are you talking to me like this?","",""
"122c8a2876234ad8a219415eecf10762","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19.c-2","His father frowns, and rubs his forehead.","",""
"0765161b6c634ed88b5459f3c7595e5c","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19.c-2","Ikis: Fine. But you'll see, even if I don't have to prove myself to you.","",""
"75db77283fee45f29a8d1608d07044f3","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-19.c-2","Ikis: Just remember, I'm doing this to make people stronger, not just you, but everyone in Thoridon.","",""
"de114b2cfa4146e9be1d34498965604e","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-20","Kaidan: What are you doing at the Senate?","",""
"520dfbe2a5634221a8c47e60bad1dd8b","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-20","Ikis: I will be talking to some very enthusiastic sponsors for my ideas to make my dream about the People's Union, and how to make it work better for all.","",""
"219734ac7cea4448aba0d200842b5c26","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-20","Ikis: The Emperor won't be present. It is strictly business.","",""
"4383389635f34fcdb3856b548451cbcb","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-20","Ikis: Perhaps I will show you at our next meeting there.","",""
"2b5d7162592c4211bab1028abd447081","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-20","He nods.","",""
"b6fd20d257c84bbaa1af6cf8b388fdb3","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-21","Kaidan: What am I doing in my lectures?","",""
"a56a9336d3b44695841eb51f1b7a7543","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-21","Kaidan's father narrows his brow.","",""
"1989acb2f17e418986d66cb6585e1af4","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-21","Ikis: Is this some sort of test? If you don't know what you're doing in your lectures...","",""
"885660595a07459ebac755e3ff6754e0","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-21","He shakes his head.","",""
"404682aa48f74b349a558e3aa7433e53","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-21","Ikis: No, I don't have time for this. You must go, as well.","",""
"28b76f656a324f1eb7ee905064cf4853","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-22","Kaidan: What do you know about the Institute?","",""
"993c09e52a3b42559ca908fece5b97aa","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-22","Ikis: You're asking me what I know about the Synth Institute? Is that a serious question?","",""
"147ce256616e4a778ed965a46f0ea9e7","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-22.choices","Ask about stance","",""
"dc2a22a91fc4467d8ed70a794d344917","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-22.choices","Ask where it is","",""
"6c27467f2e244f1c8b974f570b09d897","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-22.c-0","Kaidan: Yes, you seem pretty hostile to it.","",""
"76fa2ccfaf54488192359b962665a6d3","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-22.c-0","Ikis: Kaidan, you know that I would much prefer if you worked with me at the Union, but, your mother led you down this ideal, and it is far too late for me to change it.","",""
"b5a188815c1943a1aecb73837d4c1c90","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-22.c-0","Ikis: I may not agree with with the Institute does, nor its approach to anything, but it is your decision.","",""
"3e832dda75464da0ac60dcc805960e1d","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-22.c-1","Kaidan: I just want to know where it is.","",""
"9067387d554744bb9877386abfc2d77a","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-22.c-1","Ikis looks shocked.","",""
"7dfa498aa5f646fdbf479cfbcf84e3bc","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-22.c-1","Ikis: I'm sorry, son, I can't play these ridiculous games now. We don't have time for this.","",""
"7e15b00f34c5428f91d2e11a3dad3946","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-23","Kaidan: What is wrong with Thoridon?","",""
"2e4f3cc10cc7431ebf19f082e501cdec","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-23","Ikis: Come now, you know that the Emperor and I don't see eye-to-eye on a lot of issues. I hope to make the People's Union make it more amenable to the people of Thoridon, outside of what the Emperor would like to do.","",""
"c3b9aecc916c4ad998f8632d16f03e27","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-23","Ikis: If I fail, at least I tried.","",""
"c770dd6891dc473caaf911d1343b9f6e","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-24","Kaidan: Tell me about the People's Union.","",""
"63a0767167234bf4899361cad68e447f","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-24","Kaidan's father looks surprised.","",""
"f6ec47f611f04524b28b7bcf07f24b8c","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-24","Ikis: Are you suddenly interested in my affairs? We don't have time for this, right now.","",""
"d615d70cf698480b93cb3e198a6687af","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-24","Ikis: Perhaps tomorrow I can enlighten you in person, instead.","",""
"e968fd2d79584944a799f28daf371abe","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-24","He nods.","",""
"ec2b43dbc6c048df8283c91fc7fd2db5","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-25","Kaidan: Mother... have you spoken to her recently?","",""
"b2e9ca8b54b04b76a0b01338aff0cff0","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-25","At this question, Kaidan's father seems to take a moment.","",""
"a1e92765f1b34f0696d5feaf902ed72b","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-25","Ikis: No.","",""
"bfc0e289970b47cdb84bd5021c83b754","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-25","Kaidan: Where is she, then?","",""
"fbd2451d2929430186bdf03866f7977f","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-25","There is another pause.","",""
"49a1732a7a5645afb5070ad77bc683a3","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-25","Ikis: I don't know. I'm not having this conversation now.","",""
"6547cd24e8f343009d720586aa87f5d9","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-26","Kaidan: Aren't we going to be late?","",""
"ccaf87a896914f609e26c04cfe6a9019","kaidan_chapter_01.bedroom_pre_ikis.ikis_clothes_before_leaving.c-26","Ikis: Yes! Come on, let's go.","",""
"61690a73fca94e37ab1dcca7989b240c","kaidan_chapter_01.separate_ways","Kaidan's father opens the gate at the end of the garden, which leads onto wider pathway. He turns to look at Kaidan before hurrying away.","",""
"8a0fc6ea83aa4e63bd68db0b184750c2","kaidan_chapter_01.separate_ways","Ikis: Hurry now! Make your way up to the Quadrangle.","",""
"5cd83e2a6eb542c38985a52a40aa90e5","kaidan_chapter_01.separate_ways","He then jogs off in a westerly direction.","",""
"4979a4af574c43f494458f9d18b56255","kaidan_chapter_01.separate_ways","It seems the Yolen has a lot to take onboard. Not only has ","",""
"e82f7ec4cd1c490f9793a3ff8cf05d03","kaidan_chapter_01.separate_ways"," discovered that they are playing the role of a student, there is a father who is pre-occupied with his work, and anything else comes second.","",""
"0ac46f58b6e14d6ab07edd0fa82b1f1c","kaidan_chapter_01.separate_ways","Kaidan also has a strange fascination with plants. To what end does this strong curiosity have? Perhaps those lectures will reveal more...","",""
"cd5c598ad8884b0193739ab852861e0f","kaidan_chapter_01.separate_ways.choices","Exit gate","",""
"0c485028365c49449e67434770c2142d","kaidan_chapter_01.separate_ways.c-0","Without hesitating any longer, Kaidan heads into the city to find his way towards his awaiting lectures.","",""
"70e461dbd9ce4f0a94b9eb354b5ec4da","kaidan_chapter_01.separate_ways.c-0.choices","A","",""
"7035ffa17bca43168398a3f1215201ab","kaidan_chapter_01.separate_ways.c-0.choices","Kaidan","",""
"7cebe971b27e4c098eea7e6fc4bc60c8","kaidan_chapter_01.separate_ways.c-0.choices","Cities","",""
"ff240891a94844dc981f17be1f82b457","kaidan_chapter_02","This is Chapter 2.","",""
