"UUID","Context","Default","Translated","Notes"
"ae205659f78c412cb589920fba095c56","city_thoridon_third.guards_south.loop.c-3.c-1"," nods and the guard just looks on. It seems like this questioning is wasting the guard's time.","",""
"b6e6a159758547e29fe75122d5010f12","city_thoridon_third.guards_south.loop.c-4"," Why do I need someone to accompany me?","",""
"ca0caf37bec04f3682850f4fc4401759","city_thoridon_third.guards_south.loop.c-4","The guard laughs.","",""
"59757551ba1d47a7a7e146c6849c8103","city_thoridon_third.guards_south.loop.c-4","Guard: Being honest, I don't think you would last a day out there.","",""
"590d095f624941a19a20c34afe1b6bba","city_thoridon_third.residential_gomard.choices","T","",""
"5baa232ec8454b3f9c4297ca789688d9","city_thoridon_third.residential_gomard","Inside a low quality residential area.","",""
"7eb7f3a1297e4321a3714278773f281d","city_thoridon_third.residential_gomard.choices","U","",""
"7f5f20f5173e482296b0ce9a94008ec9","city_thoridon_third.residential_gomard.choices","S","",""
"14aecc3543954ea09219bb0b889eca01","city_thoridon_third.residential_gomard.choices","H","",""
"9cf0e4b97cea4f8c85adb453258a4a75","city_thoridon_third.residential_esdor.choices","U","",""
"87684ceb87bb4e5491f7e989c0ddf0bb","city_thoridon_third.residential_esdor","Inside a medium quality residential area.","",""
"973d7552bdba4281825c0e5a56e3240e","city_thoridon_third.residential_esdor.choices","T","",""
"0ee091de7a714e2a9ad3425dcaa56e8c","city_thoridon_third.gatehouse_west.choices","W","",""
"c9ab79b1d3fc4d45bc8661e87027b579","city_thoridon_third.gatehouse_west","Outside the western gatehouse.","",""
"fe69b32b6d5a452ca49da5a3266c893f","city_thoridon_third.gatehouse_west.choices","Go west","",""
"1aeb234046304f28a1f7c2e3abda3479","city_thoridon_third.gatehouse_west.choices","I","",""
"4c4bd220ba7540ee89c7bb5daf11f360","city_thoridon_third.gatehouse_west.choices","L","",""
"8dfc33fce4c64572b7f15910b6591cae","city_thoridon_third.gatehouse_west.c-0","Leave?!","",""
"ce2fab9ffb554b73bb365e4acbe8af1c","blue_cask_inside","Inside the Blue Cask.","",""
"9351d7288be04d4582e45bdbba7a54d2","blue_cask_inside.choices","Leave","",""
"1c9d7a89c8f447bc8d0e9e3613e50671","blue_cask_inside.c-0"," leaves The Blue Cask.","",""
